osmid,surface,highway,maxspeed,lit,sidewalk,cycleway,oneway,reversed,length,geometry,lanes,source:maxspeed,cycleway:left,cycleway:right,cycleway:both,width,oneway:bicycle,access,parking:lane:both,parking:lane:left,lane_score,maxspeed_score,parking,parking_score,facility_type,separated_bike_la,shared_bike_lane,no_access_bike,cycle_track,dirt_cycle_track,no_bike_infra,path_cycle,score
142762610,asphalt,primary,50,yes,both,track,False,True,32.667,"LINESTRING (9.9626195 53.5783777, 9.9628853 53.5786255)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
"[173937384, 173937377, 54584620]",paving_stones,service,30,yes,,,False,False,49.298,"LINESTRING (9.9626195 53.5783777, 9.9624467 53.5784586, 9.9622874 53.5785112, 9.9619924 53.5786167)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
142762610,asphalt,primary,50,yes,both,track,False,False,34.272,"LINESTRING (9.9626195 53.5783777, 9.9624504 53.5782109, 9.9623556 53.5781123)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
952072736,paving_stones,service,30,,,,False,True,15.263,"LINESTRING (9.9621234 53.5787298, 9.9619924 53.5786167)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
55364612,,service,30,yes,,,False,True,165.866,"LINESTRING (9.9670489 53.5851441, 9.9672163 53.5848784, 9.9673218 53.5846041, 9.9681912 53.5838345)",1,,,,,,,permissive,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
"[945220857, 945220853, 945220854]",paving_stones,service,30,yes,,,False,False,51.541,"LINESTRING (9.9650419 53.5840166, 9.9651787 53.5840703, 9.9653292 53.5841286, 9.9653949 53.5841546, 9.9655339 53.5841368, 9.965647 53.5840276)",1,,,,,,,permissive,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
5368900,asphalt,residential,30,yes,both,opposite,True,False,19.544,"LINESTRING (9.9655316 53.5835806, 9.965365 53.5837259)",2,,,,no,6.8,no,,,,2,3,0,0,cycle_track,0,0.0,0.0,1.0,0.0,0.0,0.0,3.618398637137989
"[55364616, 644816174, 644816175]",,service,30,yes,,,False,False,27.985000000000003,"LINESTRING (9.9655316 53.5835806, 9.9656623 53.5836332, 9.9657681 53.583676, 9.9658822 53.5837221)",1,,,,,,,permissive,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
"[55364616, 644816174, 644816175]",,service,30,yes,,,False,True,27.985,"LINESTRING (9.9658822 53.5837221, 9.9657681 53.583676, 9.9656623 53.5836332, 9.9655316 53.5835806)",1,,,,,,,permissive,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
55364612,,service,30,yes,,,False,False,165.866,"LINESTRING (9.9681912 53.5838345, 9.9673218 53.5846041, 9.9672163 53.5848784, 9.9670489 53.5851441)",1,,,,,,,permissive,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
142762604,asphalt,primary,50,yes,right,,True,False,60.05,"LINESTRING (9.9681912 53.5838345, 9.9680002 53.5837447, 9.9678342 53.5836578, 9.9676173 53.5835175, 9.9675712 53.5834492)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
"[55414424, 878949978, 878949979]",sett,service,30,yes,,,False,True,51.92,"LINESTRING (9.9685347 53.5841859, 9.9689108 53.5842671, 9.9690989 53.5843049, 9.9691556 53.58433, 9.9692646 53.5843553)",1,,,,,,,permissive,,,1,3,0,0,dirt_cycle_track,0,0.0,0.0,0.0,1.0,0.0,0.0,3.5333333333333297
"[55414424, 878949978, 878949979]",asphalt,service,30,yes,,,False,False,51.92,"LINESTRING (9.9692646 53.5843553, 9.9691556 53.58433, 9.9690989 53.5843049, 9.9689108 53.5842671, 9.9685347 53.5841859)",1,,,,,,,permissive,,,1,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.23333333333333
218907472,asphalt,primary,50,yes,right,,True,False,27.488,"LINESTRING (9.9692646 53.5843553, 9.9693476 53.5842543, 9.9694395 53.584131)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
"[951736772, 56202286]",paving_stones,service,30,yes,,,False,True,92.226,"LINESTRING (9.9612278 53.5811208, 9.9620733 53.5807138, 9.9623129 53.5805984)",1,,,,,,,permissive,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
9897692,asphalt,residential,30,yes,both,no,False,False,89.131,"LINESTRING (9.9623129 53.5805984, 9.9622386 53.5805397, 9.961773 53.5801823, 9.9614903 53.5799628)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
9897692,asphalt,residential,30,yes,both,no,False,True,63.471000000000004,"LINESTRING (9.9623129 53.5805984, 9.9623992 53.5806698, 9.9625124 53.5807635, 9.9628759 53.5810611)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
"[951736772, 56202286]",paving_stones,service,30,yes,,,False,False,92.226,"LINESTRING (9.9623129 53.5805984, 9.9620733 53.5807138, 9.9612278 53.5811208)",1,,,,,,,permissive,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
50390277,asphalt,primary,50,yes,right,,True,False,38.965,"LINESTRING (9.9710814 53.5827922, 9.9707644 53.5830878)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
131446719,,service,30,yes,,,False,True,36.861,"LINESTRING (9.9694708 53.5831024, 9.969946 53.5832765)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
131446719,,service,30,yes,,,False,False,68.318,"LINESTRING (9.9694708 53.5831024, 9.969396 53.5831631, 9.9693345 53.5832164, 9.9692597 53.5832213, 9.9692064 53.5831986, 9.9692081 53.5831552, 9.9693344 53.583032, 9.9693858 53.5829956, 9.9694626 53.5830012, 9.9694975 53.5830288, 9.9694842 53.5830742, 9.9694708 53.5831024)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
131446719,,service,30,yes,,,False,True,68.318,"LINESTRING (9.9694708 53.5831024, 9.9694842 53.5830742, 9.9694975 53.5830288, 9.9694626 53.5830012, 9.9693858 53.5829956, 9.9693344 53.583032, 9.9692081 53.5831552, 9.9692064 53.5831986, 9.9692597 53.5832213, 9.9693345 53.5832164, 9.969396 53.5831631, 9.9694708 53.5831024)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
26812424,asphalt,primary,50,yes,right,,True,False,23.112,"LINESTRING (9.9703801 53.5831969, 9.9705711 53.5830227)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
131446719,,service,30,yes,,,False,False,36.861,"LINESTRING (9.969946 53.5832765, 9.9694708 53.5831024)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
131446721,,service,30,yes,,,True,False,35.523,"LINESTRING (9.969946 53.5832765, 9.970062 53.5831681, 9.9702023 53.5831822, 9.9702796 53.5831886, 9.9703801 53.5831969)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
137247324,asphalt,residential,30,yes,both,no,False,False,59.004,"LINESTRING (9.9704297 53.576987, 9.9710932 53.5773425)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
"[137247324, 1040637118]",asphalt,residential,30,yes,"['both', 'separate']",no,False,True,64.178,"LINESTRING (9.9704297 53.576987, 9.9697877 53.5766608, 9.969688 53.576614)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
137247324,asphalt,residential,30,yes,both,no,False,False,76.335,"LINESTRING (9.9710932 53.5773425, 9.9719478 53.5778049)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
137247324,asphalt,residential,30,yes,both,no,False,True,59.004,"LINESTRING (9.9710932 53.5773425, 9.9704297 53.576987)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
137159050,sett,residential,30,yes,both,opposite,True,False,378.591,"LINESTRING (9.9710932 53.5773425, 9.9692097 53.5786674, 9.9673919 53.5799431)",2,,,,,,no,,,,2,3,0,0,cycle_track,0,0.0,0.0,1.0,0.0,0.0,0.0,3.618398637137989
137247324,asphalt,residential,30,yes,both,no,False,True,76.335,"LINESTRING (9.9719478 53.5778049, 9.9710932 53.5773425)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
137247324,asphalt,residential,30,yes,both,no,False,False,81.003,"LINESTRING (9.9719478 53.5778049, 9.9724342 53.5780147, 9.9729691 53.5782075)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
137159061,asphalt,residential,30,yes,both,opposite,True,False,375.615,"LINESTRING (9.9729691 53.5782075, 9.9695484 53.5809068)",2,,,,,,no,,,,2,3,0,0,cycle_track,0,0.0,0.0,1.0,0.0,0.0,0.0,3.618398637137989
137247324,asphalt,residential,30,yes,both,no,False,False,77.038,"LINESTRING (9.9729691 53.5782075, 9.973199 53.57828, 9.9737972 53.5784685, 9.9739992 53.578533)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
137247324,asphalt,residential,30,yes,both,no,False,True,81.003,"LINESTRING (9.9729691 53.5782075, 9.9724342 53.5780147, 9.9719478 53.5778049)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
137159055,sett,residential,30,yes,both,opposite,True,False,387.83200000000005,"LINESTRING (9.9739992 53.578533, 9.9723393 53.5798659, 9.9709195 53.5810805, 9.9705798 53.5813687)",2,,,,,7.5,no,,,,2,3,0,0,cycle_track,0,0.0,0.0,1.0,0.0,0.0,0.0,3.618398637137989
137247324,asphalt,residential,30,yes,both,no,False,False,53.67,"LINESTRING (9.9739992 53.578533, 9.9744065 53.5786651, 9.9745632 53.5787076, 9.9747286 53.5787443)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
137247324,asphalt,residential,30,yes,both,no,False,True,77.03800000000001,"LINESTRING (9.9739992 53.578533, 9.9737972 53.5784685, 9.973199 53.57828, 9.9729691 53.5782075)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
136965454,asphalt,residential,30,yes,,no,True,False,8.346,"LINESTRING (9.9754086 53.5789347, 9.9752907 53.5789076)",2,,,,,,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
136965467,asphalt,service,50,yes,no,no,False,True,11.475,"LINESTRING (9.9754086 53.5789347, 9.9755034 53.5788482)",2,,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
136965467,asphalt,service,50,yes,no,no,False,False,408.113,"LINESTRING (9.9754086 53.5789347, 9.975289 53.5790426, 9.9751425 53.5791734, 9.9743558 53.5798334, 9.9733025 53.5807626, 9.973275 53.5807869, 9.9732447 53.5808135, 9.9727744 53.5812271, 9.9721126 53.5818095, 9.9721042 53.5818165, 9.9720598 53.5818533, 9.9719239 53.581966)",2,,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
"[5112497, 1040637119]",asphalt,tertiary,50,yes,"['both', 'separate']",no,False,True,386.72799999999995,"LINESTRING (9.9651254 53.578936, 9.9653943 53.5788706, 9.9654479 53.5788492, 9.9655076 53.5788186, 9.9657115 53.5787024, 9.9657506 53.5786825, 9.9659241 53.5785868, 9.9690811 53.5768446, 9.9693729 53.5766794, 9.9694697 53.5766198)",2,DE:urban,,,,,,,perpendicular,,2,5,1,1,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,5.154968767745593
"[952072733, 952072726]",asphalt,tertiary,50,yes,both,no,False,False,106.256,"LINESTRING (9.9651254 53.578936, 9.9649613 53.5789728, 9.9649107 53.5789842, 9.9645955 53.5790594, 9.963972 53.5792102, 9.9638828 53.579231, 9.9638021 53.5792498, 9.9637069 53.5792623, 9.9636201 53.5792656)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
"[137159043, 952072727]",asphalt,residential,50,yes,both,no,False,False,83.40299999999999,"LINESTRING (9.9651254 53.578936, 9.9654084 53.5790649, 9.9654513 53.5790844, 9.9656875 53.579192, 9.9661248 53.5793948)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
"[973052607, 952072727]",asphalt,residential,50,yes,both,no,False,True,107.56700000000001,"LINESTRING (9.9651254 53.578936, 9.964869 53.5788253, 9.9648264 53.5788069, 9.9647908 53.5787915, 9.9644075 53.5786275, 9.964294 53.5785652, 9.9642214 53.578517, 9.9641651 53.5784728, 9.9641143 53.5784205, 9.964067 53.5783565, 9.9640067 53.5782641)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
137159043,asphalt,residential,50,yes,both,no,False,False,29.971,"LINESTRING (9.9661248 53.5793948, 9.9664949 53.5795509)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
"[137159043, 952072727]",asphalt,residential,50,yes,both,no,False,True,83.403,"LINESTRING (9.9661248 53.5793948, 9.9656875 53.579192, 9.9654513 53.5790844, 9.9654084 53.5790649, 9.9651254 53.578936)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
137159043,asphalt,residential,50,yes,both,no,False,False,62.413,"LINESTRING (9.9664949 53.5795509, 9.9672562 53.5798837)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
137159043,asphalt,residential,50,yes,both,no,False,True,29.971,"LINESTRING (9.9664949 53.5795509, 9.9661248 53.5793948)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
137159045,sett,residential,30,yes,both,opposite,True,False,385.70000000000005,"LINESTRING (9.9664949 53.5795509, 9.9684634 53.5782826, 9.9704297 53.576987)",2,,,,,,no,,,,2,3,0,0,cycle_track,0,0.0,0.0,1.0,0.0,0.0,0.0,3.618398637137989
137159043,asphalt,residential,50,yes,both,no,False,False,11.13,"LINESTRING (9.9672562 53.5798837, 9.9673919 53.5799431)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
137159043,asphalt,residential,50,yes,both,no,False,True,62.413,"LINESTRING (9.9672562 53.5798837, 9.9664949 53.5795509)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
137159053,sett,residential,30,yes,both,opposite,True,False,190.71599999999998,"LINESTRING (9.9672562 53.5798837, 9.9668006 53.5800701, 9.9650416 53.5808206, 9.9649039 53.5808793)",2,,,,,,no,,,,2,3,0,0,cycle_track,0,0.0,0.0,1.0,0.0,0.0,0.0,3.618398637137989
137159043,asphalt,residential,50,yes,both,no,False,False,90.838,"LINESTRING (9.9673919 53.5799431, 9.9684882 53.5804368)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
137159043,asphalt,residential,50,yes,both,no,False,True,11.13,"LINESTRING (9.9673919 53.5799431, 9.9672562 53.5798837)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
137159043,asphalt,residential,50,yes,both,no,False,True,90.838,"LINESTRING (9.9684882 53.5804368, 9.9673919 53.5799431)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
137159058,sett,residential,30,yes,both,opposite,True,False,371.229,"LINESTRING (9.9684882 53.5804368, 9.9719478 53.5778049)",2,,,,,,no,,,,2,3,0,0,cycle_track,0,0.0,0.0,1.0,0.0,0.0,0.0,3.618398637137989
"[137159043, 685103679]",asphalt,residential,50,yes,both,no,False,False,87.349,"LINESTRING (9.9684882 53.5804368, 9.9692189 53.5807607, 9.9695484 53.5809068)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
"[137159048, 137159047]",asphalt,primary,50,yes,both,track,False,False,64.014,"LINESTRING (9.9649039 53.5808793, 9.9648573 53.5808451, 9.9648309 53.5808267, 9.9647603 53.5807777, 9.9646844 53.5807278, 9.9645577 53.5806222, 9.9644727 53.5805295, 9.9643721 53.5804022)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
142762609,asphalt,primary,50,yes,both,track,False,True,64.994,"LINESTRING (9.9649039 53.5808793, 9.9649152 53.5808869, 9.9653634 53.5811882, 9.9655543 53.5813181)",4,DE:urban,,,,,,,,,4,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,5.285349233390091
"[447080960, 447080961, 685103679]",asphalt,residential,50,yes,both,no,False,False,85.291,"LINESTRING (9.9695484 53.5809068, 9.969756 53.5809969, 9.9698487 53.5810371, 9.9699661 53.5810908, 9.9701016 53.5811522, 9.9705798 53.5813687)",2,DE:urban,,,,,,,,perpendicular,2,5,1,1,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,5.154968767745593
"[137159043, 685103679]",asphalt,residential,50,yes,both,no,False,True,87.349,"LINESTRING (9.9695484 53.5809068, 9.9692189 53.5807607, 9.9684882 53.5804368)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
"[1023939357, 5368838]",sett,residential,30,yes,both,no,False,False,73.83800000000001,"LINESTRING (9.9695484 53.5809068, 9.9693994 53.580999, 9.9690736 53.5812026, 9.9689339 53.5812899, 9.9687826 53.5813907)",2,,,,,,,,,,2,3,0,0,dirt_cycle_track,0,0.0,0.0,0.0,1.0,0.0,0.0,4.1312890403179985
447080961,asphalt,residential,50,yes,both,no,False,False,11.676,"LINESTRING (9.9705798 53.5813687, 9.9707204 53.5814324)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
"[447080960, 447080961, 685103679]",asphalt,residential,50,yes,both,no,False,True,85.291,"LINESTRING (9.9705798 53.5813687, 9.9701016 53.5811522, 9.9699661 53.5810908, 9.9698487 53.5810371, 9.969756 53.5809969, 9.9695484 53.5809068)",2,DE:urban,,,,,,,,perpendicular,2,5,1,1,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,5.154968767745593
50390275,asphalt,residential,50,yes,separate,no,False,False,8.989,"LINESTRING (9.9719239 53.581966, 9.9720428 53.5820054)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
50390275,asphalt,residential,50,yes,separate,no,False,True,7.827,"LINESTRING (9.9719239 53.581966, 9.9718261 53.5819262)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
136965467,asphalt,service,50,yes,no,no,False,False,273.944,"LINESTRING (9.9719239 53.581966, 9.9718143 53.582057, 9.9717739 53.5820905, 9.97174 53.5821186, 9.971285 53.5825186, 9.9706921 53.5830348, 9.9698793 53.5837984, 9.9697727 53.5838893, 9.969636 53.5840208)",2,,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
136965467,asphalt,service,50,yes,no,no,False,True,408.11299999999994,"LINESTRING (9.9719239 53.581966, 9.9720598 53.5818533, 9.9721042 53.5818165, 9.9721126 53.5818095, 9.9727744 53.5812271, 9.9732447 53.5808135, 9.973275 53.5807869, 9.9733025 53.5807626, 9.9743558 53.5798334, 9.9751425 53.5791734, 9.975289 53.5790426, 9.9754086 53.5789347)",2,,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
50390275,asphalt,residential,50,yes,separate,no,False,True,8.989,"LINESTRING (9.9720428 53.5820054, 9.9719239 53.581966)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
50390277,asphalt,primary,50,yes,right,,True,False,108.11999999999999,"LINESTRING (9.9720428 53.5820054, 9.9719149 53.5820959, 9.9710814 53.5827922)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
418676719,asphalt,primary,50,yes,no,,True,False,14.72,"LINESTRING (9.9697816 53.5840468, 9.969676 53.5841634)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
142762608,asphalt,primary,50,yes,no,,True,False,9.323,"LINESTRING (9.969676 53.5841634, 9.9695378 53.5841461)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
142762612,asphalt,primary,50,yes,right,,True,False,44.132000000000005,"LINESTRING (9.969676 53.5841634, 9.969569 53.5843424, 9.9694356 53.5845336)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
218907473,asphalt,primary,50,yes,right,,True,False,53.282000000000004,"LINESTRING (9.9688531 53.5856918, 9.9687365 53.5860041, 9.9687158 53.5860594, 9.968679 53.5861597)",3,,no,track,,,,,,,3,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.6873935264054225
142762618,asphalt,residential,30,yes,both,,False,False,68.545,"LINESTRING (9.9621579 53.5815064, 9.9628759 53.5810611)",2,,,,no,6.8,,,,,2,3,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,3.831289040317999
137255513,paving_stones,path,20,yes,,,False,True,83.628,"LINESTRING (9.9641205 53.5820717, 9.9634652 53.5825956, 9.9633652 53.5826755)",1,,,,,,,,,,1,2,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0619534355479834
142762611,asphalt,residential,30,yes,both,opposite,True,False,73.417,"LINESTRING (9.9641205 53.5820717, 9.9644722 53.582297, 9.9649233 53.5825271)",2,,,,,,no,,,,2,3,0,0,cycle_track,0,0.0,0.0,1.0,0.0,0.0,0.0,3.618398637137989
137255513,paving_stones,path,20,yes,,,False,False,83.628,"LINESTRING (9.9633652 53.5826755, 9.9634652 53.5825956, 9.9641205 53.5820717)",1,,,,,,,,,,1,2,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.0619534355479834
234865664,asphalt,residential,30,yes,both,opposite,True,False,153.16800000000003,"LINESTRING (9.9633652 53.5826755, 9.9630172 53.5823998, 9.9628069 53.5822131, 9.9626178 53.5820057, 9.9625421 53.5819116, 9.9623888 53.5817213, 9.962285 53.5815924, 9.9621579 53.5815064)",2,,,,,6.8,no,,,,2,3,0,0,cycle_track,0,0.0,0.0,1.0,0.0,0.0,0.0,3.618398637137989
142762603,asphalt,residential,50,yes,both,no,False,False,63.293,"LINESTRING (9.9636566 53.5777342, 9.9640067 53.5782641)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
973052604,asphalt,residential,50,yes,both,no,True,False,25.287,"LINESTRING (9.9636566 53.5777342, 9.9635968 53.5776707, 9.9635767 53.5776452, 9.963562 53.5776195, 9.9635462 53.5775869, 9.9635386 53.5775747, 9.9635266 53.5775583, 9.9635128 53.5775452, 9.9634931 53.5775301)",2,DE:urban,,,,,,,,,2,5,0,0,no_bike_infra,0,0.0,0.0,0.0,0.0,1.0,0.0,4.574048835888693
973052605,paving_stones,service,30,,,,False,True,19.081000000000003,"LINESTRING (9.9636566 53.5777342, 9.9635175 53.5777742, 9.963396 53.5778084)",1,,,,,,,,,,1,3,0,0,path_cycle,0,0.0,0.0,0.0,0.0,0.0,1.0,3.43333333333333
42878786,asphalt,primary,50,yes,no,,True,False,15.148,"LINESTRING (9.9694395 53.584131, 9.9695378 53.5840079)",2,DE:urban,no,track,,,,,,,2,5,0,0,shared_bike_lane,0,1.0,0.0,0.0,0.0,0.0,0.0,4.089437819420754
